year      msl_ib(mm) #version_2015_rel2
2001.9455   26.199
2001.9726   17.269
2001.9998   10.626
2002.0269   -4.812
2002.0541   -5.577
2002.0812   -3.769
2002.1084    2.032
2002.1355    1.644
2002.1627   -8.796
2002.1898  -19.634
2002.2170  -15.731
2002.2441  -13.047
2002.2713   -4.569
2002.2984   -4.111
2002.3256    0.697
2002.3527   -2.776
2002.3799    5.140
2002.4070    8.883
2002.4342   10.481
2002.4613   13.388
2002.4885   24.445
2002.5156   29.825
2002.5427   38.180
2002.5699   45.265
2002.5970   39.997
2002.6242   47.539
2002.6513   44.088
2002.6785   48.779
2002.7056   49.992
2002.7328   49.268
2002.7599   46.387
2002.7871   58.563
2002.8142   56.392
2002.8414   43.217
2002.8685   36.530
2002.8957   37.029
2002.9228   32.933
2002.9500   30.865
2002.9771   15.771
2003.0043    5.963
2003.0314    2.851
2003.0586    4.805
2003.0857   11.383
2003.1129    3.465
2003.1400   -7.422
2003.1672   -7.073
2003.1943   -6.972
2003.2214   -0.950
2003.2486    0.757
2003.2757    5.173
2003.3029    1.807
2003.3300   -3.476
2003.3572    5.330
2003.3843   16.361
2003.4115   18.159
2003.4386   11.401
2003.4658   16.131
2003.4929   19.938
2003.5201   33.804
2003.5472   44.728
2003.5744   46.626
2003.6015   53.632
2003.6287   48.211
2003.6558   50.558
2003.6830   58.775
2003.7101   63.309
2003.7373   61.923
2003.7644   59.028
2003.7916   56.984
2003.8187   51.042
2003.8459   47.689
2003.8730   50.523
2003.9002   38.028
2003.9273   38.324
2003.9544   28.413
2003.9816   20.909
2004.0087   15.141
2004.0359   15.516
2004.0630    9.291
2004.0902    0.779
2004.1173   -8.565
2004.1445    4.549
2004.1716    4.706
2004.1988    8.429
2004.2259   12.426
2004.2531    2.975
2004.2802    0.370
2004.3074    6.958
2004.3345    7.965
2004.3617   13.482
2004.3888   20.431
2004.4160   23.063
2004.4431   24.736
2004.4703   30.139
2004.4974   35.588
2004.5246   40.835
2004.5517   43.181
2004.5789   40.382
2004.6060   47.351
2004.6332   50.221
2004.6603   52.888
2004.6874   57.822
2004.7146   60.483
2004.7417   55.164
2004.7689   57.266
2004.7960   59.767
2004.8232   49.215
2004.8503   52.121
2004.8775   55.696
2004.9046   39.797
2004.9318   33.859
2004.9589   28.070
2004.9861   30.828
2005.0132   13.266
2005.0404    8.487
2005.0675    5.659
2005.0947    1.446
2005.1218    3.810
2005.1490    2.986
2005.1761   11.661
2005.2033    5.552
2005.2304   -6.985
2005.2576   -3.443
2005.2847    7.433
2005.3119    8.286
2005.3390   10.875
2005.3662   12.824
2005.3933   11.818
2005.4204   17.714
2005.4476   22.367
2005.4747   37.402
2005.5019   42.307
2005.5290   45.933
2005.5562   45.388
2005.5833   50.071
2005.6105   47.851
2005.6376   50.722
2005.6648   56.934
2005.6919   61.237
2005.7191   59.865
2005.7462   58.491
2005.7734   60.134
2005.8005   59.212
2005.8277   60.640
2005.8548   62.702
2005.8820   56.170
2005.9091   42.528
2005.9363   37.889
2005.9634   31.711
2005.9906   28.838
2006.0177   15.208
2006.0449    9.615
2006.0720   11.103
2006.0992   12.648
2006.1263    1.121
2006.1534    4.234
2006.1806    3.625
2006.2077   -2.376
2006.2349   -5.447
2006.2620    4.452
2006.2892    7.667
2006.3163    6.543
2006.3435   11.199
2006.3706   16.931
2006.3978   20.625
2006.4249   21.501
2006.4521   23.698
2006.4792   38.327
2006.5064   41.837
2006.5335   36.609
2006.5607   41.297
2006.5878   52.727
2006.6150   54.300
2006.6421   51.581
2006.6693   55.449
2006.6964   51.624
2006.7236   64.053
2006.7507   69.985
2006.7779   72.515
2006.8050   60.166
2006.8321   53.757
2006.8864   39.182
2006.9136   35.415
2006.9407   38.152
2006.9679   34.626
2006.9950   22.585
2007.0222   14.020
2007.0493    6.764
2007.0765   12.670
2007.1036    7.893
2007.1308    2.065
2007.1579    1.877
2007.1851   -2.946
2007.2122   -4.152
2007.2394    6.200
2007.2665   10.571
2007.2937   11.172
2007.3208    8.119
2007.3480    9.359
2007.3751   17.399
2007.4023   25.725
2007.4294   19.062
2007.4566   24.408
2007.4837   28.288
2007.5109   33.495
2007.5380   35.303
2007.5651   43.011
2007.5923   51.312
2007.6194   50.675
2007.6466   48.931
2007.6737   54.550
2007.7009   61.751
2007.7280   68.759
2007.7552   74.583
2007.7823   65.903
2007.8095   59.060
2007.8366   51.554
2007.8638   47.467
2007.8909   51.270
2007.9181   43.922
2007.9452   38.697
2007.9724   28.495
2007.9995   21.967
2008.0267   21.058
2008.0538   19.814
2008.0810   21.366
2008.1081    9.819
2008.1353    3.636
2008.1624   -1.445
2008.1896    0.857
2008.2167    5.715
2008.2439    7.129
2008.2710   10.295
2008.2981    3.306
2008.3253    8.292
2008.3524   14.551
2008.3796   27.867
2008.4067   23.462
2008.4339   29.221
2008.4610   31.451
2008.4882   37.672
2008.5153   42.185
2008.5425   47.825
2008.5696   53.817
2008.5968   51.235
2008.6239   49.327
2008.6511   53.767
2008.6782   63.976
2008.7054   67.371
2008.7325   71.677
2008.7597   66.247
2008.7868   62.449
2008.8140   58.994
2008.8411   57.145
2008.8683   57.446
2008.8954   51.724
2008.9226   47.520
2008.9497   35.003
2008.9769   27.860
2009.0040   23.942
2009.0311   20.181
2009.0583   19.316
2009.0854    9.433
2009.1126    4.119
2009.1397    3.346
2009.1669    8.681
2009.1940   11.278
2009.2212    9.295
2009.2483    8.756
2009.2755    8.272
2009.3026   14.292
2009.3298   19.454
2009.3569   23.876
2009.3841   24.064
2009.4112   21.282
2009.4384   24.843
2009.4655   34.334
2009.4927   42.101
2009.5198   47.249
2009.5470   48.127
2009.5741   53.996
2009.6013   57.404
2009.6284   65.389
2009.6556   72.067
2009.6827   73.205
2009.7099   72.399
2009.7370   75.585
2009.7642   65.983
2009.7913   63.070
2009.8184   63.075
2009.8456   62.655
2009.8727   52.791
2009.8999   53.320
2009.9270   46.465
2009.9542   37.661
2009.9813   37.620
2010.0085   31.284
2010.0356   25.411
2010.0628   12.342
2010.0899    8.114
2010.1171   12.005
2010.1442   19.827
2010.1714   21.825
2010.1985   14.246
2010.2257   13.335
2010.2528   18.152
2010.2800   21.825
2010.3071   24.781
2010.3343   24.711
2010.3614   26.167
2010.3886   27.965
2010.4157   32.253
2010.4429   35.291
2010.4700   42.469
2010.4971   40.220
2010.5243   50.406
2010.5514   53.415
2010.5786   52.101
2010.6057   58.917
2010.6329   65.551
2010.6600   68.384
2010.6872   66.002
2010.7143   67.815
2010.7415   65.825
2010.7686   70.413
2010.7958   73.332
2010.8229   66.836
2010.8501   58.128
2010.8772   52.196
2010.9044   41.361
2010.9315   41.026
2010.9587   38.633
2010.9858   34.141
2011.0130   30.716
2011.0401   23.483
2011.0673   13.902
2011.0944    5.609
2011.1216   11.143
2011.1487   12.212
2011.1759    5.104
2011.2030   -3.162
2011.2301    1.947
2011.2573    6.924
2011.2844    9.723
2011.3116    6.473
2011.3387   11.241
2011.3659   15.227
2011.3930   23.428
2011.4202   27.654
2011.4473   36.603
2011.4745   41.769
2011.5016   36.549
2011.5288   39.179
2011.5559   48.907
2011.5831   56.439
2011.6102   63.333
2011.6374   66.790
2011.6645   68.948
2011.6917   64.159
2011.7188   67.652
2011.7460   67.280
2011.7731   71.356
2011.8003   72.225
2011.8274   63.727
2011.8546   58.443
2011.8817   49.444
2011.9089   48.666
2011.9360   51.497
2011.9631   45.172
2011.9903   36.838
2012.0174   34.488
2012.0446   26.415
2012.0717   26.632
2012.0989   19.153
2012.1260   18.327
2012.1532   10.008
2012.1803   11.120
2012.2075   21.211
2012.2346   26.954
2012.2618   21.517
2012.2889   20.637
2012.3161   21.888
2012.3432   24.487
2012.3704   32.684
2012.3975   39.112
2012.4247   38.700
2012.4518   43.586
2012.4790   46.319
2012.5061   51.682
2012.5333   59.748
2012.5604   67.345
2012.5876   74.886
2012.6147   75.083
2012.6419   72.812
2012.6690   74.947
2012.6961   79.470
2012.7233   83.153
2012.7504   88.455
2012.7776   78.601
2012.8047   71.692
2012.8319   68.279
2012.8590   69.288
2012.8862   68.955
2012.9133   65.818
2012.9405   59.783
2012.9676   53.291
2012.9948   48.216
2013.0219   41.826
2013.0491   42.422
2013.0762   39.225
2013.1034   31.808
2013.1305   25.700
2013.1577   22.666
2013.1848   22.479
2013.2120   30.486
2013.2391   34.585
2013.2663   28.624
2013.2934   23.832
2013.3206   29.272
2013.3477   35.302
2013.3749   39.169
2013.4020   41.791
2013.4291   43.970
2013.4563   42.184
2013.4834   51.287
2013.5106   58.308
2013.5377   64.895
2013.5649   67.734
2013.5920   72.206
2013.6192   72.497
2013.6463   75.866
2013.6735   78.224
2013.7006   81.587
2013.7278   82.876
2013.7549   82.125
2013.7821   80.344
2013.8092   78.021
2013.8364   75.166
2013.8635   68.294
2013.8907   65.842
2013.9178   55.578
2013.9450   47.291
2013.9721   45.383
2013.9993   46.902
2014.0264   40.417
2014.0536   34.571
2014.0807   23.058
2014.1079   21.168
2014.1350   23.216
2014.1621   18.486
2014.1893   21.125
2014.2164   21.179
2014.2436   18.830
2014.2707   19.956
2014.2979   28.177
2014.3250   32.164
2014.3522   35.404
2014.3793   32.637
2014.4065   36.694
2014.4336   35.335
2014.4608   47.413
2014.4879   63.278
2014.5151   65.126
2014.5422   62.662
2014.5694   66.721
2014.5965   69.963
2014.6237   75.364
2014.6508   83.605
2014.6780   88.856
2014.7051   87.648
2014.7323   75.591
2014.7594   79.244
2014.7866   83.396
2014.8137   82.410
2014.8409   79.392
2014.8680   70.305
2014.8951   59.157
2014.9223   59.013
2014.9494   63.004
2014.9766   56.990
2015.0037   49.183
2015.0309   39.398
2015.0580   31.524
2015.0852   33.878
2015.1123   29.822
2015.1395   33.825
