year      msl_ib(mm) #version_2015_rel2
2007.1579   18.467
2007.1851   21.419
2007.2122   27.311
2007.2394   32.873
2007.2665   31.876
2007.2937   14.928
2007.3208   10.420
2007.3480   -1.091
2007.3751    5.891
2007.4023   25.708
2007.4294   29.118
2007.4566   12.994
2007.4837   26.434
2007.5109   24.896
2007.5380   20.492
2007.5651   23.193
2007.5923   27.201
2007.6194   30.288
2007.6466   21.790
2007.6737   28.900
2007.7009   36.662
2007.7280   43.512
2007.7552   51.298
2007.7823   55.089
2007.8095   51.005
2007.8366   38.900
2007.8638   25.097
2007.8909   44.388
2007.9181   47.928
2007.9452   40.113
2007.9724   20.293
2007.9995   15.325
2008.0267   25.416
2008.0538   31.095
2008.0810   36.928
2008.1081   29.495
2008.1353   19.865
2008.1624    6.748
2008.1896   25.416
2008.2167   25.059
2008.2439   18.766
2008.2710   22.707
2008.2981   24.196
2008.3253   25.935
2008.3524   14.542
2008.3796   22.233
2008.4067   24.140
2008.4339   16.626
2008.4610   19.839
2008.4882   41.696
2008.5153   35.316
2008.5425   28.845
2008.5696   20.945
2008.5968   17.134
2008.6239   19.599
2008.6511   16.502
2008.6782   24.072
2008.7054   44.687
2008.7325   43.539
2008.7597   39.771
2008.7868   39.660
2008.8140   44.601
2008.8411   53.307
2008.8683   62.753
2008.8954   62.786
2008.9226   42.414
2008.9497   32.504
2008.9769   33.389
2009.0040   29.471
2009.0311   18.204
2009.0583   28.926
2009.0854   29.161
2009.1126   26.841
2009.1397   27.507
2009.1669   36.068
2009.1940   37.434
2009.2212   32.882
2009.2483   18.132
2009.2755   20.277
2009.3026   29.010
2009.3298   29.652
2009.3569   42.754
2009.3841   36.474
2009.4112   20.666
2009.4384   25.965
2009.4655   22.413
2009.4927   27.019
2009.5198   34.162
2009.5470   35.717
2009.5741   18.464
2009.6013   25.083
2009.6284   41.728
2009.6556   44.072
2009.6827   40.584
2009.7099   50.096
2009.7370   38.262
2009.7642   49.170
2009.7913   59.667
2009.8184   66.803
2009.8456   56.171
2009.8727   46.424
2009.8999   52.223
2009.9270   43.602
2009.9542   43.581
2009.9813   50.248
2010.0085   40.678
2010.0356   27.207
2010.0628   29.230
2010.0899   23.085
2010.1171   27.467
2010.1442   33.185
2010.1714   30.687
2010.1985   24.194
2010.2257   26.828
2010.2528   18.716
2010.2800   25.578
2010.3071   25.797
2010.3343   34.081
2010.3614   26.301
2010.3886   24.005
2010.4157   25.245
2010.4429   43.481
2010.4700   45.433
2010.4971   41.512
2010.5243   38.981
2010.5514   22.007
2010.5786   22.191
2010.6057   37.549
2010.6329   43.775
2010.6600   55.589
2010.6872   62.339
2010.7143   61.056
2010.7415   50.061
2010.7686   48.748
2010.7958   65.905
2010.8229   49.313
2010.8501   28.044
2010.8772   45.584
2010.9044   38.878
2010.9315   40.295
2010.9587   45.782
2010.9858   43.236
2011.0130   37.241
2011.0401   41.155
2011.0673   19.263
2011.0944   28.527
2011.1216   38.854
2011.1487   41.090
2011.1759   33.984
2011.2030   19.522
2011.2301   16.251
2011.2573   25.793
2011.2844   29.989
2011.3116   26.401
2011.3387   27.647
2011.3659   25.904
2011.3930   10.462
2011.4202   20.184
2011.4473   34.634
2011.4745   46.196
2011.5016   40.275
2011.5288   30.815
2011.5559   41.594
2011.5831   33.201
2011.6102   37.796
2011.6374   42.386
2011.6645   40.600
2011.6917   29.110
2011.7188   37.209
2011.7460   32.340
2011.7731   51.905
2011.8003   67.201
2011.8274   53.480
2011.8546   45.890
2011.8817   53.065
2011.9089   54.390
2011.9360   64.401
2011.9631   52.774
2011.9903   41.642
2012.0174   33.628
2012.0446   41.996
2012.0717   32.969
2012.0989   35.743
2012.1260   38.060
2012.1532   21.832
2012.1803   26.742
2012.2075   32.981
2012.2346   35.749
2012.2618   46.546
2012.2889   46.998
2012.3161   35.557
2012.3432   26.547
2012.3704   35.329
2012.3975   30.858
2012.4247   27.037
2012.4518   36.010
2012.4790   34.939
2012.5061   30.825
2012.5333   43.214
2012.5604   43.180
2012.5876   53.004
2012.6147   52.974
2012.6419   52.335
2012.6690   49.626
2012.6961   50.755
2012.7233   56.436
2012.7504   62.515
2012.7776   65.173
2012.8047   70.126
2012.8319   67.215
2012.8590   66.023
2012.8862   57.863
2012.9133   54.839
2012.9405   51.196
2012.9676   34.520
2012.9948   33.210
2013.0219   48.421
2013.0491   50.463
2013.0762   52.475
2013.1034   55.057
2013.1305   36.269
2013.1577   31.028
2013.1848   43.660
2013.2120   45.401
2013.2391   46.411
2013.2663   29.766
2013.2934   34.812
2013.3206   34.921
2013.3477   47.803
2013.3749   43.621
2013.4020   30.540
2013.4291   23.960
2013.4563   31.650
2013.4834   40.384
2013.5106   61.130
2013.5377   64.232
2013.5649   46.094
2013.5920   50.472
2013.6192   42.011
2013.6463   44.343
2013.6735   54.351
2013.7006   46.210
2013.7278   50.080
2013.7549   49.995
2013.7821   59.109
2013.8092   65.106
2013.8364   81.187
2013.8635   63.115
2013.8907   71.034
2013.9178   67.780
2013.9450   71.826
2013.9721   57.438
2013.9993   57.384
2014.0264   49.656
2014.0536   46.157
2014.0807   42.129
2014.1079   37.980
2014.1350   38.547
2014.1621   37.335
2014.1893   29.932
2014.2164   27.982
2014.2436   31.234
2014.2707   23.755
2014.2979   35.202
2014.3250   32.814
2014.3522   47.848
2014.3793   35.924
2014.4065   24.411
2014.4336   25.064
2014.4608   37.838
2014.4879   51.998
2014.5151   60.541
2014.5422   51.521
2014.5694   45.902
2014.5965   47.662
2014.6237   44.406
2014.6508   58.635
2014.6780   53.891
2014.7051   51.232
2014.7323   58.409
2014.7594   61.964
2014.7866   60.753
2014.8137   74.875
2014.8409   64.374
2014.8680   72.142
2014.8951   75.498
2014.9223   66.141
2014.9494   65.984
2014.9766   49.188
2015.0037   42.055
2015.0309   41.144
2015.0580   43.328
2015.0852   46.438
2015.1123   47.543
2015.1395   63.767
