year      msl_ib(mm) #version_2015_rel2
2002.1898   35.139
2002.2170   35.783
2002.2441   35.985
2002.2713   38.838
2002.2984   33.066
2002.3256   31.032
2002.3527   25.542
2002.3799   22.306
2002.4070   25.652
2002.4342   26.220
2002.4613   20.872
2002.4885   19.391
2002.5156   13.263
2002.5427    9.119
2002.5699   11.509
2002.5970   21.396
2002.6242   21.462
2002.6513   14.531
2002.6785    6.754
2002.7056   11.272
2002.7328   22.758
2002.7599   22.492
2002.7871   16.982
2002.8142   18.809
2002.8414   14.710
2002.8685   21.482
2002.8957   33.326
2002.9228   28.857
2002.9500   26.055
2002.9771   31.447
2003.0043   31.473
2003.0314   31.508
2003.0586   43.326
2003.0857   41.987
2003.1129   45.671
2003.1400   34.322
2003.1672   37.813
2003.1943   41.401
2003.2214   42.767
2003.2486   42.528
2003.2757   31.983
2003.3029   31.543
2003.3300   34.622
2003.3572   29.041
2003.3843   28.524
2003.4115   29.470
2003.4386   23.354
2003.4658   21.250
2003.4929   17.002
2003.5201   12.104
2003.5472   15.440
2003.5744   15.033
2003.6015    8.822
2003.6287    4.090
2003.6558    7.598
2003.6830   14.408
2003.7101   13.092
2003.7373   12.535
2003.7644   15.154
2003.7916    9.884
2003.8187   15.270
2003.8459   17.865
2003.8730   19.480
2003.9002   23.465
2003.9273   24.332
2003.9544   23.719
2003.9816   24.111
2004.0087   35.164
2004.0359   42.777
2004.0630   45.368
2004.0902   43.484
2004.1173   29.311
2004.1445   38.408
2004.1716   37.540
2004.1988   40.072
2004.2259   35.653
2004.2531   38.583
2004.2802   35.383
2004.3074   40.816
2004.3345   30.827
2004.3617   30.384
2004.3888   21.526
2004.4160   18.250
2004.4431   15.420
2004.4703   17.581
2004.4974   26.195
2004.5246   25.021
2004.5517   19.062
2004.5789   15.414
2004.6060   14.141
2004.6332   17.089
2004.6603   20.378
2004.6874   26.968
2004.7146   26.900
2004.7417   15.199
2004.7689   16.993
2004.7960   14.801
2004.8232   25.103
2004.8503   27.575
2004.8775   23.664
2004.9046   22.644
2004.9318   26.647
2004.9589   34.103
2004.9861   45.432
2005.0132   44.864
2005.0404   41.739
2005.0675   42.850
2005.0947   42.562
2005.1218   44.824
2005.1490   50.571
2005.1761   53.613
2005.2033   53.487
2005.2304   42.146
2005.2576   40.874
2005.2847   47.702
2005.3119   41.365
2005.3390   42.424
2005.3662   42.856
2005.3933   37.981
2005.4204   32.369
2005.4476   32.789
2005.4747   30.720
2005.5019   28.307
2005.5290   23.845
2005.5562   18.277
2005.5833   22.495
2005.6105   21.143
2005.6376   24.336
2005.6648   28.251
2005.6919   20.137
2005.7191   17.203
2005.7462   15.137
2005.7734   24.186
2005.8005   27.535
2005.8277   26.807
2005.8548   27.678
2005.8820   29.275
2005.9091   36.391
2005.9363   36.448
2005.9634   46.602
2005.9906   45.449
2006.0177   40.995
2006.0449   40.183
2006.0720   42.116
2006.0992   43.330
2006.1263   54.380
2006.1534   50.949
2006.1806   51.639
2006.2077   41.009
2006.2349   44.828
2006.2620   46.224
2006.2892   47.469
2006.3163   42.870
2006.3435   35.926
2006.3706   36.277
2006.3978   39.078
2006.4249   35.634
2006.4521   40.288
2006.4792   33.714
2006.5064   27.619
2006.5335   28.006
2006.5607   29.984
2006.5878   28.399
2006.6150   22.819
2006.6421   28.765
2006.6693   25.839
2006.6964   28.783
2006.7236   22.598
2006.7507   22.530
2006.7779   25.209
2006.8050   34.091
2006.8321   35.536
2006.8864   40.578
2006.9136   38.551
2006.9407   47.284
2006.9679   42.577
2006.9950   39.894
2007.0222   39.105
2007.0493   39.398
2007.0765   47.309
2007.1036   50.473
2007.1308   50.542
2007.1579   52.641
2007.1851   45.414
2007.2122   47.918
2007.2394   49.866
2007.2665   54.910
2007.2937   48.924
2007.3208   43.785
2007.3480   33.148
2007.3751   37.391
2007.4023   38.644
2007.4294   42.876
2007.4566   37.422
2007.4837   30.634
2007.5109   23.496
2007.5380   26.849
2007.5651   25.914
2007.5923   24.547
2007.6194   27.695
2007.6466   19.628
2007.6737   12.815
2007.7009   16.989
2007.7280   21.463
2007.7552   20.413
2007.7823   22.202
2007.8095   22.833
2007.8366   24.945
2007.8638   36.165
2007.8909   40.482
2007.9181   41.457
2007.9452   40.180
2007.9724   31.595
2007.9995   34.136
2008.0267   40.662
2008.0538   49.348
2008.0810   46.670
2008.1081   39.811
2008.1353   45.203
2008.1624   45.221
2008.1896   52.063
2008.2167   53.753
2008.2439   52.485
2008.2710   45.064
2008.2981   47.859
2008.3253   38.383
2008.3524   41.990
2008.3796   46.794
2008.4067   48.656
2008.4339   40.388
2008.4610   36.730
2008.4882   35.143
2008.5153   34.590
2008.5425   34.749
2008.5696   29.494
2008.5968   26.844
2008.6239   28.779
2008.6511   25.983
2008.6782   25.531
2008.7054   24.139
2008.7325   25.347
2008.7597   27.206
2008.7868   26.224
2008.8140   31.039
2008.8411   34.752
2008.8683   38.421
2008.8954   37.105
2008.9226   40.971
2008.9497   40.331
2008.9769   42.238
2009.0040   45.255
2009.0311   52.552
2009.0583   54.624
2009.0854   48.872
2009.1126   46.818
2009.1397   57.280
2009.1669   59.119
2009.1940   59.213
2009.2212   59.972
2009.2483   54.151
2009.2755   50.359
2009.3026   48.927
2009.3298   51.543
2009.3569   54.115
2009.3841   44.480
2009.4112   38.813
2009.4384   40.954
2009.4655   38.737
2009.4927   35.230
2009.5198   31.071
2009.5470   32.997
2009.5741   34.176
2009.6013   24.514
2009.6284   22.978
2009.6556   29.796
2009.6827   33.170
2009.7099   35.769
2009.7370   28.636
2009.7642   32.889
2009.7913   38.871
2009.8184   46.435
2009.8456   49.685
2009.8727   45.958
2009.8999   41.828
2009.9270   41.179
2009.9542   49.314
2009.9813   56.767
2010.0085   53.366
2010.0356   51.109
2010.0628   54.702
2010.0899   50.866
2010.1171   58.937
2010.1442   63.416
2010.1714   64.558
2010.1985   54.671
2010.2257   51.068
2010.2528   48.750
2010.2800   52.692
2010.3071   54.172
2010.3343   56.315
2010.3614   47.179
2010.3886   46.339
2010.4157   42.135
2010.4429   47.978
2010.4700   48.438
2010.4971   49.210
2010.5243   34.360
2010.5514   33.183
2010.5786   34.717
2010.6057   29.183
2010.6329   36.945
2010.6600   26.327
2010.6872   26.535
2010.7143   23.881
2010.7415   24.776
2010.7686   25.597
2010.7958   35.395
2010.8229   36.806
2010.8501   34.763
2010.8772   33.227
2010.9044   35.411
2010.9315   44.128
2010.9587   45.985
2010.9858   46.744
2011.0130   42.938
2011.0401   41.860
2011.0673   46.066
2011.0944   58.039
2011.1216   57.750
2011.1487   56.681
2011.1759   51.587
2011.2030   52.335
2011.2301   50.059
2011.2573   54.432
2011.2844   54.341
2011.3116   56.161
2011.3387   43.769
2011.3659   43.848
2011.3930   40.976
2011.4202   42.534
2011.4473   44.948
2011.4745   42.459
2011.5016   37.509
2011.5288   35.927
2011.5559   33.101
2011.5831   33.430
2011.6102   41.081
2011.6374   35.568
2011.6645   30.156
2011.6917   32.530
2011.7188   30.675
2011.7460   36.346
2011.7731   41.981
2011.8003   41.945
2011.8274   35.358
2011.8546   33.233
2011.8817   39.057
2011.9089   52.376
2011.9360   49.351
2011.9631   45.614
2011.9903   48.626
2012.0174   54.170
2012.0446   59.324
2012.0717   66.007
2012.0989   68.557
2012.1260   66.719
2012.1532   64.715
2012.1803   57.088
2012.2075   58.073
2012.2346   64.312
2012.2618   62.509
2012.2889   60.083
2012.3161   56.240
2012.3432   53.438
2012.3704   54.384
2012.3975   51.143
2012.4247   54.225
2012.4518   55.712
2012.4790   43.771
2012.5061   42.912
2012.5333   50.060
2012.5604   50.578
2012.5876   44.085
2012.6147   42.227
2012.6419   32.942
2012.6690   39.773
2012.6961   40.535
2012.7233   50.921
2012.7504   45.719
2012.7776   47.833
2012.8047   46.084
2012.8319   49.719
2012.8590   51.148
2012.8862   56.288
2012.9133   58.031
2012.9405   57.225
2012.9676   54.447
2012.9948   61.680
2013.0219   64.677
2013.0491   66.982
2013.0762   67.524
2013.1034   67.212
2013.1305   65.306
2013.1577   66.361
2013.1848   76.215
2013.2120   74.929
2013.2391   70.382
2013.2663   63.805
2013.2934   60.287
2013.3206   60.864
2013.3477   62.769
2013.3749   59.395
2013.4020   53.843
2013.4291   50.638
2013.4563   47.557
2013.4834   47.481
2013.5106   46.937
2013.5377   46.034
2013.5649   47.404
2013.5920   40.525
2013.6192   30.226
2013.6463   35.224
2013.6735   43.756
2013.7006   43.375
2013.7278   42.974
2013.7549   35.965
2013.7821   36.465
2013.8092   49.384
2013.8364   51.062
2013.8635   56.361
2013.8907   58.415
2013.9178   58.389
2013.9450   53.524
2013.9721   59.871
2013.9993   63.605
2014.0264   68.653
2014.0536   67.932
2014.0807   67.100
2014.1079   72.272
2014.1350   74.869
2014.1621   82.303
2014.1893   82.769
2014.2164   74.717
2014.2436   71.637
2014.2707   69.597
2014.2979   67.672
2014.3250   65.174
2014.3522   62.762
2014.3793   61.974
2014.4065   59.913
2014.4336   58.212
2014.4608   53.155
2014.4879   55.548
2014.5151   54.504
2014.5422   54.108
2014.5694   44.493
2014.5965   45.888
2014.6237   52.268
2014.6508   54.813
2014.6780   48.737
2014.7051   47.872
2014.7323   44.034
2014.7594   46.929
2014.7866   55.520
2014.8137   58.394
2014.8409   53.893
2014.8680   58.685
2014.8951   55.438
2014.9223   57.644
2014.9494   68.561
2014.9766   70.551
2015.0037   67.742
2015.0309   69.746
2015.0580   69.317
2015.0852   77.533
2015.1123   81.370
2015.1395   86.893
